forecast_id,year_month,product_id,region_id,forecast_version,forecast_units,forecast_revenue_eur,actual_units,actual_revenue_eur
411,2021-01,1075,2,Rolling Forecast,108,16551.96,102,14913.48
412,2021-01,1075,3,Budget,99,17961.49,105,15816.24
413,2021-01,1075,6,Rolling Forecast,106,14077.29,115,17380.53
414,2021-01,1075,7,Rolling Forecast,29,6762.38,39,6409.219999999999
415,2021-01,1075,9,Rolling Forecast,49,7158.43,51,7216.55
416,2021-01,1076,1,Rolling Forecast,227,32200.12,254,29499.14
417,2021-01,1076,2,Rolling Forecast,46,4775.79,44,5920.49
418,2021-01,1076,3,Latest Estimate,70,10726.69,79,10620.869999999999
419,2021-01,1076,5,Latest Estimate,167,16690.41,177,22397.36
420,2021-01,1076,6,Budget,207,28056.07,255,31847.43
421,2021-01,1076,7,Rolling Forecast,126,25748.7,168,19869.059999999998
422,2021-01,1076,8,Latest Estimate,26,3504.38,30,4235.73
423,2021-01,1076,10,Latest Estimate,21,2216.31,18,2535.12
424,2021-01,1077,1,Latest Estimate,54,7908.73,55,7292.59
425,2021-01,1077,2,Rolling Forecast,326,50631.33,384,50914.82
426,2021-01,1077,5,Budget,6,744.1,5,742.99
427,2021-01,1077,6,Rolling Forecast,37,4948.21,42,5692.79
428,2021-01,1077,7,Rolling Forecast,55,9209.95,53,7411.63
429,2021-01,1077,8,Latest Estimate,26,3515.51,20,2991.07
430,2021-01,1078,1,Rolling Forecast,8,2391.0,9,2359.37
431,2021-01,1078,3,Rolling Forecast,31,8651.22,33,7938.12
432,2021-01,1078,6,Rolling Forecast,69,15442.42,66,13214.71
433,2021-01,1079,1,Latest Estimate,85,13527.12,72,11254.33
434,2021-01,1079,3,Latest Estimate,7,1349.9,8,1356.91
435,2021-01,1079,4,Rolling Forecast,121,14356.87,118,16136.560000000001
436,2021-01,1079,8,Rolling Forecast,102,12777.17,118,17045.59
437,2021-01,1079,9,Latest Estimate,12,2276.07,15,2326.42
438,2021-01,1079,10,Rolling Forecast,50,8753.89,59,9747.98
439,2021-01,1080,1,Budget,193,110057.0,199,112594.24
440,2021-01,1080,2,Latest Estimate,50,33545.75,50,30052.95
441,2021-01,1080,3,Budget,152,95936.22,138,82056.49
442,2021-01,1080,6,Rolling Forecast,46,35323.06,46,25458.5
443,2021-01,1080,7,Budget,57,35971.01,69,37253.07
444,2021-01,1080,8,Rolling Forecast,49,31461.57,68,44460.22
445,2021-01,1081,1,Rolling Forecast,188,129988.85,185,120352.38
446,2021-01,1081,2,Rolling Forecast,124,63787.47,104,55832.69
447,2021-01,1081,3,Latest Estimate,22,18228.14,26,16965.45
448,2021-01,1081,4,Latest Estimate,45,30930.74,44,26085.66
449,2021-01,1081,5,Rolling Forecast,22,17519.47,33,21601.94
450,2021-01,1081,6,Latest Estimate,107,97330.03,140,81121.54
451,2021-01,1081,10,Latest Estimate,36,21792.49,38,24368.85
452,2021-01,1082,1,Rolling Forecast,86,71520.84,94,73272.04
453,2021-01,1082,2,Rolling Forecast,59,46906.99,51,40404.57
454,2021-01,1082,5,Rolling Forecast,108,52903.55,106,76455.48999999999
455,2021-01,1082,6,Rolling Forecast,35,21334.7,37,26314.88
456,2021-01,1082,8,Rolling Forecast,122,103875.86,139,86487.68
457,2021-01,1082,9,Latest Estimate,5,5020.82,6,4608.01
458,2021-01,1083,1,Rolling Forecast,63,41736.02,70,45843.520000000004
459,2021-01,1083,5,Rolling Forecast,20,15577.27,19,14994.07
460,2021-01,1083,6,Latest Estimate,64,42118.09,66,46026.06
461,2021-01,1083,9,Budget,7,4813.91,8,5471.63
462,2021-01,1083,10,Rolling Forecast,125,84580.47,113,73381.61
463,2021-01,1084,2,Rolling Forecast,55,24334.63,59,33636.41
464,2021-01,1084,8,Rolling Forecast,30,17119.73,33,16855.12
465,2021-01,1085,1,Rolling Forecast,218,169422.35,210,158126.86
466,2021-01,1085,2,Budget,28,20803.3,30,21206.53
467,2021-01,1085,4,Rolling Forecast,62,49405.92,64,45570.52
468,2021-01,1085,5,Rolling Forecast,72,26442.42,64,39733.78
469,2021-01,1085,6,Rolling Forecast,74,56838.3,83,63937.14
470,2021-01,1085,7,Rolling Forecast,68,47154.29,70,50771.75
471,2021-01,1085,8,Rolling Forecast,59,35712.46,59,43388.47
472,2021-01,1086,1,Budget,17,10609.08,19,11812.85
473,2021-01,1086,2,Rolling Forecast,7,6898.3,8,6000.38
474,2021-01,1086,3,Rolling Forecast,52,45154.55,74,49765.59
475,2021-01,1086,5,Rolling Forecast,1,669.23,1,777.75
476,2021-01,1086,6,Rolling Forecast,47,42527.07,58,42010.3
477,2021-01,1086,7,Rolling Forecast,7,7028.46,8,6544.53
478,2021-01,1087,1,Rolling Forecast,43,26347.59,61,28641.370000000003
479,2021-01,1087,2,Latest Estimate,17,11835.17,22,10713.36
480,2021-01,1087,3,Rolling Forecast,94,37742.36,103,48294.63
481,2021-01,1087,4,Rolling Forecast,162,76936.07,156,70807.65
482,2021-01,1087,5,Rolling Forecast,5,2247.66,5,2548.22
483,2021-01,1088,1,Budget,11,11548.54,15,13306.89
484,2021-01,1088,5,Budget,100,67032.89,90,71294.23
485,2021-01,1088,6,Rolling Forecast,33,23927.36,35,29795.54
486,2021-01,1088,9,Rolling Forecast,16,21674.02,20,19514.28
487,2021-01,1088,10,Budget,75,59288.46,62,53262.31
488,2021-01,1089,1,Latest Estimate,18,10696.42,16,13396.77
489,2021-01,1089,2,Latest Estimate,8,5309.08,7,5317.16
490,2021-01,1089,5,Rolling Forecast,6,2954.97,6,4710.68
491,2021-01,1089,8,Latest Estimate,18,12384.43,17,13234.3
492,2021-01,1089,9,Rolling Forecast,58,40830.89,58,36239.89
493,2021-01,1090,1,Rolling Forecast,96,84430.53,115,72767.79
494,2021-01,1090,2,Rolling Forecast,74,39788.7,60,35519.46
495,2021-01,1090,5,Rolling Forecast,10,6953.71,8,5658.05
496,2021-01,1090,8,Budget,10,7468.36,11,7984.89
497,2021-01,1091,2,Rolling Forecast,229,138850.34,224,162468.13
498,2021-01,1091,3,Rolling Forecast,72,57318.51,78,58323.03
499,2021-01,1091,4,Rolling Forecast,40,35193.62,43,33497.6
500,2021-01,1091,6,Budget,217,67355.23,205,130117.87999999999
501,2021-01,1091,8,Rolling Forecast,28,16266.45,29,22073.88
502,2021-01,1091,9,Latest Estimate,97,56724.55,113,76169.0
503,2021-01,1091,10,Rolling Forecast,98,51360.78,82,56872.23
504,2021-01,1092,1,Rolling Forecast,49,66216.3,74,60752.229999999996
505,2021-01,1092,2,Budget,14,16310.85,16,13632.64
506,2021-01,1092,3,Budget,20,22107.21,23,20990.01
507,2021-01,1092,4,Rolling Forecast,46,43939.93,48,45176.29
508,2021-01,1092,5,Latest Estimate,23,16760.93,21,18583.68
509,2021-01,1092,6,Rolling Forecast,19,15220.28,18,15714.71
510,2021-01,1092,8,Budget,66,57668.13,62,51962.65
511,2021-01,1092,10,Rolling Forecast,9,5546.72,8,7180.47
512,2021-01,1093,4,Budget,25,21250.36,22,18817.96
513,2021-01,1093,9,Budget,28,24868.95,33,21385.37
514,2021-01,1094,1,Latest Estimate,78,43584.19,77,54018.46
515,2021-01,1094,2,Budget,53,40446.65,56,41743.71000000001
516,2021-01,1094,3,Rolling Forecast,21,22832.64,27,21671.449999999997
517,2021-01,1094,7,Budget,100,102211.92,107,85699.86
518,2021-01,1094,9,Rolling Forecast,11,9439.5,13,10423.38
519,2021-01,1095,1,Latest Estimate,150,84227.46,165,79356.44
520,2021-01,1095,2,Rolling Forecast,10,5222.88,9,4382.26
521,2021-01,1095,5,Rolling Forecast,9,4151.56,9,4754.38
522,2021-01,1095,6,Rolling Forecast,27,11525.81,29,13890.490000000002
523,2021-01,1095,8,Rolling Forecast,75,30567.1,66,33148.630000000005
524,2021-01,1095,9,Budget,39,18838.44,47,19754.27
525,2021-01,1096,1,Latest Estimate,64,67563.82,61,56029.46
526,2021-01,1096,2,Budget,25,29826.61,27,23298.68
527,2021-01,1096,3,Rolling Forecast,13,14477.65,15,13454.89
528,2021-01,1096,4,Rolling Forecast,24,21974.5,25,24164.78
529,2021-01,1096,6,Latest Estimate,127,121143.85,156,123077.0
530,2021-01,1096,8,Budget,174,138645.67,155,142200.73
531,2021-01,1096,9,Rolling Forecast,11,14009.02,14,11945.87
532,2021-01,1097,1,Rolling Forecast,183,83704.26,159,85718.38
533,2021-01,1097,4,Rolling Forecast,100,57379.24,89,54874.11
534,2021-01,1097,6,Rolling Forecast,96,56596.3,107,57266.6
535,2021-01,1097,7,Rolling Forecast,92,48298.8,77,43335.28999999999
536,2021-01,1097,9,Latest Estimate,49,31857.18,51,29515.96
537,2021-01,1097,10,Latest Estimate,57,34007.89,64,35201.88
538,2021-01,1098,1,Latest Estimate,303,131547.3,283,123249.2
539,2021-01,1098,2,Rolling Forecast,3,2866.53,4,2233.23
540,2021-01,1098,3,Rolling Forecast,14,7436.32,14,6936.72
541,2021-01,1098,5,Rolling Forecast,91,48400.22,101,51104.96
542,2021-01,1098,6,Rolling Forecast,127,55883.05,107,48919.82
543,2021-01,1098,7,Rolling Forecast,6,2655.84,6,3039.32
544,2021-01,1098,10,Latest Estimate,73,26825.72,64,31917.57
545,2021-01,1099,1,Budget,289,166026.35,277,187090.19
546,2021-01,1099,2,Rolling Forecast,55,35490.46,45,33425.759999999995
547,2021-01,1099,3,Budget,56,50049.72,59,40245.92
548,2021-01,1099,4,Budget,13,11449.19,14,11056.54
549,2021-01,1099,6,Budget,42,55108.92,56,41179.53
550,2021-01,1099,7,Rolling Forecast,48,35403.33,47,33530.76
551,2021-01,1099,8,Latest Estimate,48,23845.97,43,30143.230000000003
552,2021-01,1100,1,Budget,72,90882.73,75,99454.28
553,2021-01,1100,4,Budget,5,7146.67,6,8323.74
554,2021-01,1100,6,Rolling Forecast,61,91956.7,69,98615.61
555,2021-01,1101,1,Budget,14,17249.6,15,19300.08
556,2021-01,1101,2,Rolling Forecast,56,97652.73,74,81531.45
557,2021-01,1101,6,Rolling Forecast,33,45458.65,40,45474.08
558,2021-01,1101,8,Rolling Forecast,73,128389.42,86,92961.03
559,2021-01,1102,1,Latest Estimate,40,67621.77,57,68085.53
560,2021-01,1102,2,Budget,15,23176.23,16,21443.71
561,2021-01,1102,3,Rolling Forecast,16,20571.53,17,22680.39
562,2021-01,1102,6,Budget,57,97284.21,64,79432.8
563,2021-01,1102,7,Latest Estimate,5,8629.4,6,7806.88
564,2021-01,1102,8,Rolling Forecast,21,34861.95,25,33944.03
565,2021-01,1103,1,Rolling Forecast,43,95633.81,52,81511.33
566,2021-01,1103,2,Rolling Forecast,1,1681.62,1,1502.53
567,2021-01,1103,3,Budget,5,7577.48,6,10072.08
568,2021-01,1103,5,Latest Estimate,36,36801.4,28,39484.26
569,2021-01,1103,7,Latest Estimate,24,49935.65,31,42244.9
570,2021-01,1103,8,Rolling Forecast,46,68176.11,45,67865.85
571,2021-01,1103,9,Latest Estimate,15,23903.31,17,29044.81
572,2021-01,1104,1,Budget,28,18650.69,31,31181.69
573,2021-01,1104,3,Budget,29,38974.68,35,34556.71
574,2021-01,1104,4,Budget,59,59064.74,67,56628.37
575,2021-01,1104,5,Budget,9,7994.0,7,7226.48
576,2021-01,1104,6,Budget,14,16805.91,16,14648.18
577,2021-01,1104,8,Budget,18,12232.81,15,13266.51
578,2021-01,1104,9,Rolling Forecast,83,95109.81,107,99745.93000000001
579,2021-01,1104,10,Latest Estimate,40,27490.77,35,31702.18
580,2021-01,1105,3,Latest Estimate,55,105276.75,71,85065.2
581,2021-01,1105,5,Latest Estimate,68,139357.18,75,110130.7
582,2021-01,1105,6,Rolling Forecast,30,93491.56,53,85747.33
583,2021-01,1105,9,Budget,39,62771.9,44,59178.68
584,2021-01,1106,2,Latest Estimate,35,47792.6,31,35822.57
585,2021-01,1106,3,Budget,19,22280.11,23,29100.44
586,2021-01,1106,6,Rolling Forecast,3,4030.6,3,3767.68
587,2021-01,1106,7,Rolling Forecast,55,69339.06,55,66441.61
588,2021-01,1106,8,Latest Estimate,11,14292.24,15,16293.23
589,2021-01,1107,1,Rolling Forecast,54,86336.59,68,74419.45999999999
590,2021-01,1107,3,Latest Estimate,39,48745.6,36,40141.35
591,2021-01,1107,4,Budget,64,89335.55,62,65722.02
592,2021-01,1107,5,Budget,55,49899.7,59,54707.73
593,2021-01,1107,9,Latest Estimate,19,26909.64,24,28137.58
594,2021-01,1108,1,Latest Estimate,108,129006.65,113,171125.91999999998
595,2021-01,1108,2,Rolling Forecast,11,14803.55,11,16221.39
596,2021-01,1108,5,Latest Estimate,70,65939.12,56,71492.6
597,2021-01,1108,6,Latest Estimate,121,252829.97,153,236282.74
598,2021-01,1108,9,Rolling Forecast,17,34956.9,20,31594.25
599,2021-01,1109,3,Rolling Forecast,6,11156.47,8,10466.58
600,2021-01,1109,4,Budget,49,51478.77,48,46871.9
601,2021-01,1109,5,Rolling Forecast,32,30199.44,30,37655.33
602,2021-01,1109,6,Latest Estimate,201,181093.19,214,228343.63999999998
603,2021-01,1109,7,Latest Estimate,2,2008.23,2,2494.7
604,2021-01,1110,1,Budget,146,150718.79,130,179796.57
605,2021-01,1110,2,Rolling Forecast,47,85285.19,52,82237.34
606,2021-01,1110,3,Budget,80,87867.11,72,108151.96
607,2021-01,1110,4,Rolling Forecast,13,11088.93,10,15195.85
608,2021-01,1110,5,Budget,102,159686.4,100,128926.86
609,2021-01,1110,7,Budget,6,7518.91,5,7888.59
610,2021-01,1110,10,Rolling Forecast,11,15073.96,10,16235.54
611,2021-01,1111,1,Budget,39,55815.54,40,50722.71
612,2021-01,1111,2,Latest Estimate,111,142847.7,115,144310.72
613,2021-01,1111,3,Rolling Forecast,26,38595.54,28,39439.5
614,2021-01,1111,4,Rolling Forecast,74,113240.24,84,114652.28
615,2021-01,1111,6,Budget,17,26887.5,16,22426.54
616,2021-01,1111,7,Latest Estimate,9,11355.92,9,12274.73
617,2021-01,1111,8,Rolling Forecast,12,19513.48,13,16541.85
618,2021-01,1112,1,Latest Estimate,262,330191.02,227,298273.69
619,2021-01,1112,3,Rolling Forecast,72,97099.85,81,100046.66
620,2021-01,1112,4,Budget,200,174692.97,163,218549.69
621,2021-01,1112,5,Rolling Forecast,88,121409.24,87,119933.44
622,2021-01,1112,7,Latest Estimate,101,123314.49,95,133940.1
623,2021-01,1112,9,Budget,80,96284.5,79,103423.07
624,2021-01,1113,1,Rolling Forecast,84,177706.85,95,153939.94
625,2021-01,1113,2,Budget,15,17929.52,13,20145.89
626,2021-01,1113,3,Rolling Forecast,20,31796.03,26,36279.13
627,2021-01,1113,4,Budget,32,54318.34,37,54749.62
628,2021-01,1113,5,Budget,9,11302.39,8,13007.59
629,2021-01,1113,7,Budget,87,151760.69,81,118739.26
630,2021-01,1113,8,Rolling Forecast,58,77397.43,50,70853.35
631,2021-01,1113,9,Rolling Forecast,34,45333.68,36,52068.24
632,2021-01,1114,2,Rolling Forecast,149,231163.28,163,179713.88
633,2021-01,1114,3,Rolling Forecast,55,83604.51,68,88113.09999999999
634,2021-01,1114,4,Rolling Forecast,66,69901.59,64,83616.29000000001
635,2021-01,1114,5,Rolling Forecast,87,90261.78,79,98373.8
636,2021-01,1114,6,Rolling Forecast,116,144299.54,120,150523.64
637,2021-01,1114,8,Budget,25,34204.5,25,36148.729999999996
638,2021-01,1114,9,Rolling Forecast,10,12003.7,11,16411.27
639,2021-01,1115,1,Rolling Forecast,57,60140.87,47,65094.46
640,2021-01,1115,5,Latest Estimate,81,108127.84,78,100046.38
641,2021-01,1115,6,Rolling Forecast,149,248577.11,182,243267.61
642,2021-01,1115,8,Budget,52,76263.22,55,70556.87
643,2021-01,1116,1,Rolling Forecast,60,89828.4,67,102568.88
644,2021-01,1116,3,Rolling Forecast,12,16897.88,14,17348.07
645,2021-01,1116,4,Rolling Forecast,37,43808.4,43,58155.41
646,2021-01,1116,5,Rolling Forecast,54,65949.63,50,66288.24
647,2021-01,1116,7,Rolling Forecast,19,20247.6,16,21042.02
648,2021-01,1116,8,Rolling Forecast,37,71770.46,51,61025.2
649,2021-01,1116,10,Rolling Forecast,87,127961.99,98,126204.93000000001
650,2021-01,1117,1,Rolling Forecast,137,129628.0,151,161097.56
651,2021-01,1117,2,Rolling Forecast,50,45692.95,60,57407.67
652,2021-01,1117,3,Rolling Forecast,74,87093.58,89,83471.81
653,2021-01,1117,6,Budget,14,15701.33,16,16738.52
654,2021-01,1117,7,Rolling Forecast,54,47075.61,47,41040.29
655,2021-01,1118,1,Budget,10,10799.06,10,12037.97
656,2021-01,1118,9,Rolling Forecast,29,43212.12,38,54276.24
657,2021-01,1119,1,Rolling Forecast,90,84008.62,97,112849.42
658,2021-01,1119,2,Rolling Forecast,28,35563.02,28,39862.99
659,2021-01,1119,3,Budget,138,187458.53,151,196009.34999999998
660,2021-01,1119,4,Latest Estimate,87,94544.41,80,90172.71
661,2021-01,1119,5,Latest Estimate,50,56124.66,48,63583.88
662,2021-01,1119,8,Rolling Forecast,45,67236.54,46,62065.89
663,2021-01,1119,10,Latest Estimate,70,65849.35,53,72292.93
664,2021-01,1120,2,Latest Estimate,65,5616.33,78,6646.92
665,2021-01,1120,3,Rolling Forecast,169,18198.4,185,13918.039999999999
666,2021-01,1120,6,Rolling Forecast,43,2716.39,39,3118.1400000000003
667,2021-01,1120,7,Rolling Forecast,24,2058.5,22,1940.42
668,2021-01,1120,8,Budget,574,46813.62,577,44099.42999999999
669,2021-01,1121,1,Latest Estimate,37,1998.12,35,2513.59
670,2021-01,1121,2,Latest Estimate,55,2952.04,47,3274.35
671,2021-01,1121,3,Budget,124,11739.67,153,11208.73
672,2021-01,1121,4,Latest Estimate,57,3389.57,59,4102.530000000001
673,2021-01,1121,5,Rolling Forecast,17,938.43,14,1115.71
674,2021-01,1121,6,Budget,44,3358.74,45,3133.03
675,2021-01,1121,7,Rolling Forecast,19,1478.18,21,1372.49
676,2021-01,1121,8,Latest Estimate,11,741.94,12,971.77
677,2021-01,1122,1,Rolling Forecast,64,4225.69,67,4918.78
678,2021-01,1122,2,Rolling Forecast,37,2761.95,34,2688.64
679,2021-01,1122,5,Budget,125,7069.63,127,7495.26
680,2021-01,1122,6,Latest Estimate,90,10573.01,142,10014.82
681,2021-01,1122,9,Latest Estimate,8,619.91,8,595.05
682,2021-01,1122,10,Latest Estimate,36,2004.32,35,2237.71
683,2021-01,1123,1,Budget,13,1080.4,14,925.65
684,2021-01,1123,2,Latest Estimate,38,2142.96,40,2512.0
685,2021-01,1123,3,Rolling Forecast,15,1111.79,15,1029.27
686,2021-01,1123,5,Latest Estimate,37,2458.71,37,2504.34
687,2021-01,1123,6,Rolling Forecast,80,5041.69,75,4019.59
688,2021-01,1123,7,Budget,103,5834.22,105,6791.5599999999995
689,2021-01,1123,8,Rolling Forecast,53,3211.1,62,4106.78
690,2021-01,1123,9,Rolling Forecast,39,2117.86,47,2292.4
691,2021-01,1124,1,Rolling Forecast,173,10598.48,162,12168.02
692,2021-01,1124,4,Rolling Forecast,18,1775.89,18,1552.06
693,2021-01,1124,5,Latest Estimate,76,3976.11,76,5876.6900000000005
694,2021-01,1124,6,Rolling Forecast,52,4816.73,60,4652.09
695,2021-01,1124,9,Latest Estimate,35,3759.1,44,3575.58
696,2021-01,1125,1,Budget,122,10118.45,152,11129.98
697,2021-01,1125,2,Budget,78,3832.61,69,5529.17
698,2021-01,1125,3,Rolling Forecast,8,625.31,9,656.57
699,2021-01,1125,4,Rolling Forecast,46,2919.34,42,3040.68
700,2021-01,1125,5,Rolling Forecast,14,1107.73,12,840.39
701,2021-01,1125,6,Budget,92,8400.32,99,7392.650000000001
702,2021-01,1125,7,Latest Estimate,29,2562.52,30,2252.03
703,2021-01,1125,8,Budget,28,1695.17,32,2097.61
704,2021-01,1126,1,Budget,152,7611.31,170,9073.15
705,2021-01,1126,3,Latest Estimate,10,752.26,12,757.1
706,2021-01,1126,4,Latest Estimate,126,4196.24,113,5861.860000000001
707,2021-01,1126,5,Rolling Forecast,53,2230.13,52,2881.58
708,2021-01,1126,6,Budget,64,3144.03,74,4109.6900000000005
709,2021-01,1126,7,Latest Estimate,77,5465.57,108,5989.73
710,2021-01,1126,9,Rolling Forecast,61,3450.7,70,3786.88
711,2021-01,1127,1,Latest Estimate,149,12394.5,153,11902.91
712,2021-01,1127,2,Rolling Forecast,63,6686.89,81,7336.09
713,2021-01,1127,3,Latest Estimate,18,3056.47,28,2417.37
714,2021-01,1127,6,Latest Estimate,100,11404.74,102,9675.21
715,2021-01,1128,1,Latest Estimate,148,7608.8,160,8057.95
716,2021-01,1128,2,Rolling Forecast,15,711.03,14,642.65
717,2021-01,1128,3,Latest Estimate,6,360.96,5,279.1
718,2021-01,1128,5,Rolling Forecast,26,1074.87,27,1181.83
719,2021-01,1128,6,Rolling Forecast,5,370.16,7,378.52
720,2021-01,1128,9,Latest Estimate,36,2250.25,46,2109.63
721,2021-01,1128,10,Budget,9,529.08,11,492.64
722,2021-01,1129,1,Rolling Forecast,22,1161.57,21,1395.27
723,2021-01,1129,2,Rolling Forecast,59,4340.57,51,3468.48
724,2021-01,1130,1,Rolling Forecast,75,5191.95,72,5085.38
725,2021-01,1130,2,Rolling Forecast,83,6443.5,85,6910.95
726,2021-01,1130,3,Rolling Forecast,57,3538.39,58,4003.0099999999998
727,2021-01,1130,6,Budget,608,50391.59,714,48847.79
728,2021-01,1130,7,Budget,76,6906.6,83,6445.77
729,2021-01,1130,8,Latest Estimate,84,5836.53,98,7107.6
730,2021-01,1131,1,Rolling Forecast,116,8356.07,126,9691.89
731,2021-01,1131,2,Rolling Forecast,48,3186.96,44,3369.6
732,2021-01,1131,3,Latest Estimate,14,1577.62,15,1343.33
733,2021-01,1131,4,Rolling Forecast,355,24620.21,321,25557.19
734,2021-01,1131,5,Rolling Forecast,6,543.12,6,520.3
735,2021-01,1131,10,Latest Estimate,48,4893.36,45,4176.94
736,2021-01,1132,1,Latest Estimate,87,9108.51,101,7394.959999999999
737,2021-01,1132,3,Budget,25,2947.42,29,2464.91
738,2021-01,1132,5,Budget,70,3789.92,70,4201.98
739,2021-01,1132,6,Rolling Forecast,63,6306.15,76,5304.99
740,2021-01,1132,8,Latest Estimate,82,7463.04,96,7309.7699999999995
741,2021-01,1133,1,Budget,34,3704.76,37,3651.41
742,2021-01,1133,2,Rolling Forecast,23,2864.21,23,2336.96
743,2021-01,1133,4,Budget,39,2138.2,39,3022.75
744,2021-01,1133,5,Rolling Forecast,12,1588.61,14,1272.4
745,2021-01,1133,6,Latest Estimate,24,2603.07,27,2719.9
746,2021-01,1133,7,Rolling Forecast,43,3863.57,39,4159.43
747,2021-01,1133,9,Latest Estimate,4,463.65,4,422.87
748,2021-01,1133,10,Rolling Forecast,35,3658.86,35,3826.62
749,2021-01,1134,1,Rolling Forecast,22,2235.67,24,1889.25
750,2021-01,1134,2,Budget,162,11902.91,173,11812.47
751,2021-01,1134,5,Budget,13,1060.39,12,952.09
752,2021-01,1134,10,Latest Estimate,34,2772.88,34,2356.13
753,2021-01,1135,1,Budget,14,1264.15,16,1186.79
754,2021-01,1135,2,Latest Estimate,59,3994.99,59,4949.04
755,2021-01,1135,3,Rolling Forecast,23,2332.74,24,1782.84
756,2021-01,1135,4,Rolling Forecast,79,5848.8,71,4978.41
757,2021-01,1135,5,Latest Estimate,57,4529.16,50,3686.85
758,2021-01,1135,6,Budget,74,5736.4,106,7519.2699999999995
759,2021-01,1135,8,Rolling Forecast,22,2723.85,27,2374.21
760,2021-01,1135,10,Budget,7,523.25,6,480.53
761,2021-01,1136,4,Rolling Forecast,12,1201.02,15,1044.53
762,2021-01,1136,6,Rolling Forecast,197,13947.39,206,13385.63
763,2021-01,1136,7,Rolling Forecast,64,4274.7,51,3617.29
764,2021-01,1136,8,Rolling Forecast,26,1983.39,24,1681.33
765,2021-01,1137,1,Latest Estimate,208,12552.68,183,10492.68
766,2021-01,1137,2,Rolling Forecast,29,1802.89,31,1757.68
767,2021-01,1137,3,Rolling Forecast,8,485.23,9,561.55
768,2021-01,1137,6,Latest Estimate,114,5946.68,125,7433.5
769,2021-01,1137,8,Rolling Forecast,8,747.3,10,609.61
770,2021-01,1138,1,Rolling Forecast,24,2070.48,24,1809.1
771,2021-01,1138,2,Latest Estimate,12,1171.31,14,1130.9
772,2021-01,1138,3,Latest Estimate,157,11075.12,175,12499.099999999999
773,2021-01,1138,4,Rolling Forecast,70,6266.1,69,5367.72
774,2021-01,1138,8,Latest Estimate,27,2770.54,34,2097.51
775,2021-01,1138,9,Latest Estimate,85,5261.44,89,6465.639999999999
776,2021-01,1139,1,Rolling Forecast,537,43935.83,580,46335.369999999995
777,2021-01,1139,2,Latest Estimate,865,74686.21,904,66086.72
