activity_id,date_id,date,customer_id,sales_rep_id,activity_type,activity_minutes,sentiment_score,customer_health_score
451,20250411,2025-04-11,410,72,Call,47,0.876,89.8
452,20220604,2022-06-04,124,52,Call,59,-0.123,56.1
453,20210904,2021-09-04,1189,11,Call,41,-0.478,52.7
454,20240607,2024-06-07,359,49,Call,20,-0.057,59.4
455,20220417,2022-04-17,528,70,Demo,51,0.259,71.4
456,20211219,2021-12-19,641,36,Email,30,0.302,72.7
457,20230211,2023-02-11,710,32,Call,25,-0.046,63.4
458,20220222,2022-02-22,459,55,Demo,55,0.878,100.0
459,20230426,2023-04-26,1156,1,Call,41,0.679,83.3
460,20240618,2024-06-18,989,56,Email,27,0.314,96.7
461,20250225,2025-02-25,918,70,Training,45,0.244,70.4
462,20230122,2023-01-22,507,46,Call,45,-0.122,79.4
463,20231109,2023-11-09,602,73,Visit,22,0.356,69.6
464,20240529,2024-05-29,974,70,Call,8,-0.793,58.2
465,20220410,2022-04-10,1185,52,Email,50,-0.51,56.6
466,20250922,2025-09-22,678,44,Demo,32,0.375,61.7
467,20210308,2021-03-08,518,28,Email,52,0.038,62.7
468,20220823,2022-08-23,275,9,Business Review,26,-0.14,69.5
469,20211221,2021-12-21,65,42,Demo,23,0.442,80.0
470,20250828,2025-08-28,766,54,Call,5,-0.545,57.3
471,20210729,2021-07-29,1167,49,Email,32,1.513,85.1
472,20231206,2023-12-06,727,22,Email,26,0.393,76.6
473,20221022,2022-10-22,728,20,Call,26,-0.037,60.3
474,20240918,2024-09-18,607,34,Visit,31,-1.078,61.8
475,20250319,2025-03-19,869,56,Call,68,-0.141,69.5
476,20210130,2021-01-30,284,30,Business Review,24,-0.895,50.9
477,20230903,2023-09-03,1148,50,Email,18,0.382,61.6
478,20211020,2021-10-20,429,67,Call,25,-0.206,63.0
479,20210105,2021-01-05,849,10,Demo,46,0.125,59.3
480,20220906,2022-09-06,401,15,Business Review,35,-0.761,57.3
481,20210125,2021-01-25,971,25,Training,45,-0.568,53.4
482,20250413,2025-04-13,146,44,Email,54,0.094,70.6
483,20230106,2023-01-06,415,33,Email,43,0.886,70.1
484,20230723,2023-07-23,1038,76,Call,48,0.401,68.2
485,20240417,2024-04-17,379,11,Visit,48,-0.9,49.7
486,20250805,2025-08-05,773,24,Training,48,-0.085,68.3
487,20211121,2021-11-21,906,22,Visit,38,-0.256,69.7
488,20210613,2021-06-13,474,48,Email,50,-0.231,69.5
489,20240120,2024-01-20,500,9,Demo,38,0.018,71.5
490,20231211,2023-12-11,323,2,Email,33,-0.147,52.6
491,20210129,2021-01-29,656,73,Email,24,1.055,92.4
492,20240628,2024-06-28,578,43,Email,51,0.156,75.7
493,20250607,2025-06-07,379,73,Call,53,0.292,59.2
494,20240610,2024-06-10,782,65,Call,35,0.188,79.7
495,20240529,2024-05-29,98,30,Training,54,0.336,73.5
496,20220617,2022-06-17,871,50,Email,38,0.88,75.1
497,20250629,2025-06-29,946,40,Call,53,-0.074,66.0
498,20240929,2024-09-29,388,20,Call,45,-0.06,53.0
499,20210218,2021-02-18,244,18,Call,50,0.059,62.4
500,20220218,2022-02-18,435,2,Demo,25,0.105,70.0
501,20220701,2022-07-01,592,45,Training,55,-0.109,60.7
502,20210630,2021-06-30,717,51,Email,35,0.974,76.7
503,20240428,2024-04-28,427,44,Call,60,-0.439,58.3
504,20240203,2024-02-03,723,39,Email,67,0.642,83.7
505,20251218,2025-12-18,422,41,Call,5,-0.103,63.7
506,20220126,2022-01-26,263,28,Demo,41,0.453,79.5
507,20231210,2023-12-10,516,84,Call,52,0.084,69.2
508,20250929,2025-09-29,678,34,Email,71,0.152,68.1
509,20230501,2023-05-01,102,4,Call,48,-0.459,56.9
510,20230218,2023-02-18,1120,78,Call,26,0.885,67.4
511,20240316,2024-03-16,62,31,Email,22,0.494,76.6
512,20220322,2022-03-22,1161,19,Email,23,-0.611,56.7
513,20250521,2025-05-21,542,7,Call,37,0.622,89.8
514,20210813,2021-08-13,275,23,Visit,29,-0.141,71.7
515,20230610,2023-06-10,912,22,Call,5,0.155,76.9
516,20250611,2025-06-11,905,50,Visit,49,0.23,51.8
517,20250423,2025-04-23,1079,71,Email,72,1.228,90.8
518,20230114,2023-01-14,454,14,Demo,34,-0.07,79.8
519,20241216,2024-12-16,380,16,Training,25,1.054,91.8
520,20230518,2023-05-18,417,5,Email,9,0.719,78.5
521,20210507,2021-05-07,836,54,Call,35,0.318,75.0
522,20231118,2023-11-18,979,35,Email,11,-0.032,56.7
523,20220925,2022-09-25,149,85,Email,26,-0.225,59.8
524,20210214,2021-02-14,773,68,Training,81,-0.313,59.9
525,20250303,2025-03-03,752,75,Call,48,0.445,67.2
526,20240227,2024-02-27,593,2,Call,5,-0.162,76.3
527,20220824,2022-08-24,971,69,Email,21,0.479,79.4
528,20220320,2022-03-20,124,43,Visit,13,0.652,75.6
529,20210817,2021-08-17,573,78,Visit,22,0.49,75.5
530,20221120,2022-11-20,368,60,Demo,40,-0.335,69.9
531,20230203,2023-02-03,10,74,Demo,28,-0.007,56.6
532,20251111,2025-11-11,976,48,Training,34,0.1,75.1
533,20220225,2022-02-25,30,1,Call,26,-0.085,59.5
534,20240923,2024-09-23,148,38,Email,9,0.501,81.3
535,20240806,2024-08-06,616,43,Visit,23,0.136,64.7
536,20220502,2022-05-02,102,1,Email,90,-0.365,70.0
537,20210809,2021-08-09,717,13,Visit,48,0.653,84.1
538,20250225,2025-02-25,1106,14,Visit,34,-0.153,57.1
539,20230502,2023-05-02,1055,84,Call,28,-0.349,40.4
540,20221011,2022-10-11,607,37,Call,44,-0.04,81.8
541,20240208,2024-02-08,553,31,Visit,44,0.794,65.0
542,20210802,2021-08-02,186,62,Call,62,-0.124,52.3
543,20211201,2021-12-01,80,3,Call,18,0.213,84.1
544,20240823,2024-08-23,1120,49,Email,31,-0.741,54.1
545,20251230,2025-12-30,50,11,Email,52,-0.367,69.7
546,20251103,2025-11-03,356,35,Email,11,-0.578,57.2
547,20210927,2021-09-27,116,64,Email,23,0.253,72.0
548,20250804,2025-08-04,588,40,Training,47,-0.237,66.8
549,20220803,2022-08-03,768,77,Email,25,0.609,65.4
550,20230110,2023-01-10,474,37,Visit,44,-0.787,60.4
551,20211009,2021-10-09,569,74,Visit,56,0.876,79.8
552,20220728,2022-07-28,350,15,Business Review,45,0.175,67.9
553,20231107,2023-11-07,1145,44,Visit,5,0.404,65.4
554,20211213,2021-12-13,752,40,Demo,45,0.243,74.3
555,20220128,2022-01-28,149,53,Call,8,0.331,67.4
556,20220228,2022-02-28,668,72,Visit,38,0.159,66.6
557,20240725,2024-07-25,656,69,Call,44,-0.126,52.9
558,20240722,2024-07-22,1028,79,Email,27,-0.359,46.4
559,20211223,2021-12-23,578,39,Visit,31,-0.505,56.8
560,20231203,2023-12-03,515,72,Call,15,0.757,79.4
561,20230917,2023-09-17,769,30,Call,5,-0.192,70.0
562,20211222,2021-12-22,489,82,Business Review,7,-0.691,59.9
563,20210622,2021-06-22,1033,30,Call,40,0.297,65.7
564,20231205,2023-12-05,409,17,Business Review,58,-0.071,71.2
565,20230115,2023-01-15,1022,76,Email,20,0.721,89.9
566,20230428,2023-04-28,245,73,Visit,39,1.141,95.6
567,20241002,2024-10-02,976,15,Call,38,0.376,81.0
568,20240826,2024-08-26,189,60,Call,23,0.169,78.5
569,20211219,2021-12-19,758,43,Email,66,-0.276,62.2
570,20231206,2023-12-06,782,65,Demo,28,0.533,59.5
571,20230823,2023-08-23,482,72,Training,53,0.212,72.6
572,20240707,2024-07-07,921,6,Email,42,0.086,76.2
573,20210728,2021-07-28,564,66,Call,49,-0.197,49.3
574,20210922,2021-09-22,451,57,Business Review,77,0.07,60.4
575,20251008,2025-10-08,186,43,Visit,52,-0.722,62.7
576,20230614,2023-06-14,712,33,Call,61,0.861,86.1
577,20210130,2021-01-30,173,85,Visit,42,0.729,57.5
578,20240720,2024-07-20,419,84,Email,45,0.532,79.6
579,20240119,2024-01-19,678,69,Demo,29,0.461,76.9
580,20220708,2022-07-08,750,60,Call,23,1.122,100.0
581,20240906,2024-09-06,946,48,Business Review,23,0.595,88.4
582,20210227,2021-02-27,72,57,Email,32,-0.884,55.1
583,20231109,2023-11-09,937,22,Call,33,0.381,62.5
584,20240806,2024-08-06,1152,22,Email,8,-0.378,55.2
585,20250514,2025-05-14,345,82,Email,23,0.543,70.3
586,20230811,2023-08-11,409,16,Demo,47,-0.121,69.7
587,20220409,2022-04-09,1170,68,Visit,5,-0.915,54.9
588,20230925,2023-09-25,636,33,Email,44,0.55,61.2
589,20250307,2025-03-07,452,63,Training,37,0.099,67.0
590,20211004,2021-10-04,164,54,Call,33,0.42,85.1
591,20240111,2024-01-11,258,64,Visit,27,-0.035,72.1
592,20250111,2025-01-11,840,6,Email,22,0.458,63.6
593,20250517,2025-05-17,1073,78,Demo,44,-0.002,61.6
594,20210921,2021-09-21,1120,51,Demo,56,0.011,77.2
595,20230418,2023-04-18,583,40,Demo,31,-0.021,52.7
596,20230513,2023-05-13,225,57,Email,58,-1.417,47.7
597,20240406,2024-04-06,806,63,Call,18,-0.339,61.5
598,20220618,2022-06-18,1086,17,Email,5,0.66,81.9
599,20251217,2025-12-17,233,2,Email,58,-0.42,60.2
600,20230212,2023-02-12,747,83,Call,27,1.066,78.5
601,20210205,2021-02-05,529,55,Call,32,-0.6,60.8
602,20241102,2024-11-02,328,67,Email,14,-0.048,57.1
603,20230922,2023-09-22,160,3,Email,5,0.055,64.0
604,20241214,2024-12-14,627,33,Demo,7,0.476,82.4
605,20240923,2024-09-23,763,1,Email,38,0.704,78.6
606,20230507,2023-05-07,802,26,Demo,26,0.227,71.5
607,20250515,2025-05-15,410,34,Demo,73,0.726,72.2
608,20251017,2025-10-17,503,66,Demo,27,-0.03,57.4
609,20220225,2022-02-25,58,72,Visit,23,-0.045,51.3
610,20240501,2024-05-01,461,25,Call,35,-0.788,48.7
611,20251028,2025-10-28,623,58,Call,53,1.022,75.4
612,20250128,2025-01-28,496,9,Call,5,0.102,75.8
613,20231112,2023-11-12,759,23,Training,53,0.214,61.3
614,20240816,2024-08-16,1182,16,Call,20,1.27,92.6
615,20211202,2021-12-02,936,49,Email,17,-0.258,76.6
616,20240703,2024-07-03,1090,15,Call,34,-0.233,67.2
617,20240727,2024-07-27,388,25,Call,5,0.863,81.0
618,20231210,2023-12-10,1041,27,Business Review,62,0.024,63.3
619,20220308,2022-03-08,878,17,Call,52,0.391,73.3
620,20250630,2025-06-30,92,72,Email,43,0.189,56.0
621,20220825,2022-08-25,77,47,Business Review,58,-0.961,57.4
622,20210914,2021-09-14,46,83,Call,55,-0.375,45.1
623,20240711,2024-07-11,1036,42,Email,5,-0.373,45.0
624,20210606,2021-06-06,496,83,Email,59,-0.46,72.6
625,20240721,2024-07-21,164,5,Email,58,0.188,61.3
626,20251103,2025-11-03,357,74,Call,19,0.844,80.0
627,20220922,2022-09-22,275,84,Demo,39,-0.859,54.5
628,20210516,2021-05-16,726,71,Email,5,0.409,80.9
629,20220618,2022-06-18,466,37,Call,54,0.756,86.2
630,20250605,2025-06-05,542,26,Email,25,-0.197,56.0
631,20240927,2024-09-27,375,79,Call,5,-0.011,51.2
632,20250609,2025-06-09,1110,23,Training,14,-0.249,63.7
633,20240522,2024-05-22,98,83,Call,54,-0.147,75.6
634,20240506,2024-05-06,301,72,Training,38,-0.583,66.7
635,20250916,2025-09-16,701,22,Demo,53,0.559,68.9
636,20231105,2023-11-05,1019,25,Visit,61,-0.116,74.0
637,20241016,2024-10-16,592,43,Demo,60,1.209,100.0
638,20250718,2025-07-18,514,45,Business Review,45,0.658,68.1
639,20240719,2024-07-19,248,57,Visit,24,0.815,73.2
640,20230530,2023-05-30,590,16,Call,14,0.613,79.4
641,20220615,2022-06-15,1036,6,Call,40,-0.205,54.3
642,20211101,2021-11-01,701,34,Call,28,-0.469,69.4
643,20230425,2023-04-25,704,9,Call,19,-0.821,59.9
644,20250601,2025-06-01,448,36,Demo,27,0.884,76.4
645,20221001,2022-10-01,976,25,Visit,24,0.109,69.4
646,20220816,2022-08-16,1033,71,Training,38,-0.029,77.5
647,20250221,2025-02-21,620,35,Email,56,-0.57,64.7
648,20220610,2022-06-10,232,61,Business Review,20,0.117,49.3
649,20220829,2022-08-29,315,31,Visit,12,1.456,88.2
650,20210809,2021-08-09,714,13,Email,5,0.194,69.0
651,20220314,2022-03-14,2,35,Email,30,0.524,74.2
652,20250411,2025-04-11,922,18,Email,64,-0.041,60.9
653,20241120,2024-11-20,1127,11,Business Review,69,0.822,74.6
654,20240819,2024-08-19,845,23,Call,37,-0.757,45.6
655,20210401,2021-04-01,383,10,Email,28,0.592,73.4
656,20210809,2021-08-09,78,6,Email,18,0.063,57.1
657,20250326,2025-03-26,50,70,Email,22,0.009,58.2
658,20251212,2025-12-12,496,24,Demo,32,-0.094,74.6
659,20230522,2023-05-22,578,12,Call,30,-0.061,73.9
660,20240520,2024-05-20,563,22,Visit,14,0.784,79.9
661,20210526,2021-05-26,1146,35,Email,17,0.832,92.1
662,20220612,2022-06-12,572,62,Training,24,-0.133,70.5
663,20220220,2022-02-20,973,46,Call,37,0.965,85.4
664,20230413,2023-04-13,1161,78,Call,29,0.283,60.9
665,20250530,2025-05-30,1039,68,Visit,57,0.592,75.7
666,20240827,2024-08-27,1032,83,Call,52,-0.116,42.4
667,20250221,2025-02-21,813,22,Call,35,-1.002,61.0
668,20240606,2024-06-06,511,43,Email,52,0.348,79.1
669,20231104,2023-11-04,225,52,Call,39,-0.034,62.8
670,20230110,2023-01-10,847,55,Demo,32,-0.332,47.8
671,20240125,2024-01-25,656,84,Call,19,0.201,64.7
672,20230218,2023-02-18,53,73,Email,61,0.171,70.3
673,20250530,2025-05-30,290,69,Call,43,-0.181,61.1
674,20250525,2025-05-25,58,10,Email,11,-0.016,64.7
675,20250306,2025-03-06,939,80,Email,5,0.009,79.1
676,20221003,2022-10-03,607,63,Call,20,0.324,73.8
677,20221201,2022-12-01,708,10,Email,19,0.284,68.0
678,20221010,2022-10-10,130,47,Demo,28,0.29,82.5
679,20210930,2021-09-30,782,38,Visit,51,0.299,69.0
680,20230402,2023-04-02,293,79,Email,52,0.064,64.8
681,20250708,2025-07-08,988,53,Call,25,0.44,76.1
682,20250815,2025-08-15,172,75,Email,5,0.007,69.6
683,20230920,2023-09-20,161,12,Email,49,0.166,65.9
684,20250415,2025-04-15,872,70,Email,43,-0.077,67.2
685,20240530,2024-05-30,798,70,Demo,86,0.861,73.3
686,20230927,2023-09-27,946,55,Training,44,0.512,79.0
687,20230311,2023-03-11,552,59,Call,53,-0.715,51.1
688,20240423,2024-04-23,604,79,Call,28,0.744,76.7
689,20230506,2023-05-06,8,62,Training,70,1.391,81.1
690,20251026,2025-10-26,488,38,Email,27,0.542,80.3
691,20210128,2021-01-28,573,53,Email,5,-0.553,57.7
692,20220202,2022-02-02,673,60,Business Review,15,0.413,88.0
693,20231206,2023-12-06,935,85,Business Review,35,0.547,53.2
694,20230521,2023-05-21,493,61,Call,30,-0.272,51.0
695,20250624,2025-06-24,836,73,Email,38,0.609,84.9
696,20240414,2024-04-14,149,26,Call,15,-0.211,52.3
697,20220428,2022-04-28,1147,44,Call,63,0.014,61.6
698,20210916,2021-09-16,572,49,Call,37,0.052,59.9
699,20240131,2024-01-31,971,5,Email,48,0.386,60.4
700,20210617,2021-06-17,1194,79,Call,70,0.54,70.4
701,20210819,2021-08-19,55,62,Email,22,0.54,77.3
702,20210523,2021-05-23,399,20,Training,36,-0.284,56.5
703,20241019,2024-10-19,479,4,Visit,10,0.299,76.6
704,20240831,2024-08-31,27,10,Call,62,1.094,78.3
705,20240213,2024-02-13,885,11,Call,32,-0.807,54.0
706,20240416,2024-04-16,98,74,Email,44,-0.236,57.7
707,20221031,2022-10-31,907,74,Call,51,-0.953,44.2
708,20220821,2022-08-21,44,73,Call,23,-0.605,70.6
709,20220512,2022-05-12,179,43,Training,56,-0.45,61.7
710,20210126,2021-01-26,503,26,Demo,39,-0.259,56.5
711,20210522,2021-05-22,921,31,Demo,64,0.289,72.6
712,20220209,2022-02-09,298,76,Training,59,-0.112,73.0
713,20250705,2025-07-05,1135,85,Visit,61,-0.689,56.6
714,20220131,2022-01-31,467,12,Email,52,0.347,67.6
715,20210613,2021-06-13,424,50,Call,53,-0.064,75.6
716,20210823,2021-08-23,851,58,Email,60,0.915,75.5
717,20221126,2022-11-26,155,80,Business Review,50,-0.171,60.9
718,20220422,2022-04-22,678,76,Email,26,0.387,84.3
719,20250319,2025-03-19,678,12,Call,48,0.003,48.0
720,20210731,2021-07-31,678,13,Call,10,0.18,68.9
721,20230710,2023-07-10,786,1,Visit,32,0.091,69.8
722,20250319,2025-03-19,497,30,Call,25,-0.432,66.3
723,20230212,2023-02-12,389,26,Call,5,0.207,65.9
724,20240309,2024-03-09,179,82,Call,70,-0.021,69.7
725,20220915,2022-09-15,910,3,Call,31,0.451,81.8
726,20240609,2024-06-09,305,7,Call,66,-0.015,59.7
727,20220318,2022-03-18,578,45,Call,30,0.051,69.7
728,20210101,2021-01-01,862,29,Call,13,0.216,72.1
729,20240528,2024-05-28,584,70,Training,44,-0.186,57.8
730,20230723,2023-07-23,1073,71,Demo,70,-0.529,67.3
731,20251201,2025-12-01,1162,16,Visit,16,-0.718,54.3
732,20220104,2022-01-04,370,43,Demo,71,0.44,76.0
733,20241222,2024-12-22,409,74,Call,68,0.859,80.5
734,20220811,2022-08-11,563,49,Email,35,1.332,82.8
735,20231025,2023-10-25,843,45,Call,5,-0.398,65.4
736,20250605,2025-06-05,1036,36,Visit,5,-0.406,74.9
737,20250329,2025-03-29,82,28,Visit,38,0.165,64.0
738,20230218,2023-02-18,1074,4,Email,15,0.331,67.1
739,20230805,2023-08-05,971,32,Email,27,-0.545,44.4
740,20250317,2025-03-17,295,55,Email,60,0.088,66.4
741,20231204,2023-12-04,827,50,Call,55,-0.217,62.4
742,20220206,2022-02-06,1084,78,Visit,37,-0.166,79.7
743,20230613,2023-06-13,991,46,Call,9,-0.287,60.3
744,20251125,2025-11-25,347,34,Demo,54,0.903,81.2
745,20220618,2022-06-18,973,80,Email,11,0.707,77.7
746,20251022,2025-10-22,1060,54,Call,5,-0.287,59.9
747,20230728,2023-07-28,654,5,Call,6,0.876,82.4
748,20220428,2022-04-28,497,1,Call,9,0.934,75.9
749,20240720,2024-07-20,1073,22,Email,42,-0.073,74.8
750,20210518,2021-05-18,35,77,Call,57,-0.92,61.3
751,20220826,2022-08-26,677,15,Visit,58,0.237,70.9
752,20210505,2021-05-05,275,5,Email,23,0.278,68.5
753,20250626,2025-06-26,445,10,Visit,41,-0.532,50.5
754,20230120,2023-01-20,2,62,Demo,21,0.135,75.0
755,20240712,2024-07-12,752,71,Email,40,-0.461,61.0
756,20220912,2022-09-12,909,79,Demo,20,0.32,59.2
757,20240205,2024-02-05,258,30,Call,45,0.622,71.4
758,20220619,2022-06-19,623,33,Business Review,56,-0.758,41.3
759,20240120,2024-01-20,777,2,Call,28,0.3,61.7
760,20231128,2023-11-28,831,37,Call,41,-0.12,64.2
761,20220902,2022-09-02,50,59,Email,6,1.053,73.0
762,20220611,2022-06-11,688,58,Email,6,-0.744,54.7
763,20230123,2023-01-23,678,39,Email,40,-0.754,40.1
764,20220629,2022-06-29,305,76,Call,39,-0.541,59.1
765,20240730,2024-07-30,688,12,Call,70,-0.451,45.1
766,20251228,2025-12-28,528,65,Call,5,0.217,48.9
767,20221116,2022-11-16,585,31,Call,31,0.156,76.0
768,20241014,2024-10-14,722,44,Email,6,-0.385,65.1
769,20230328,2023-03-28,805,61,Email,37,1.12,87.1
770,20211031,2021-10-31,935,60,Call,37,-0.616,64.4
771,20230424,2023-04-24,967,6,Email,5,-0.652,51.4
772,20211224,2021-12-24,988,62,Call,5,1.001,70.5
773,20211215,2021-12-15,724,78,Training,27,-0.187,45.8
774,20211029,2021-10-29,714,68,Email,33,0.661,76.7
775,20251202,2025-12-02,146,81,Demo,53,0.148,60.0
776,20210722,2021-07-22,946,9,Demo,17,-0.314,59.3
777,20240104,2024-01-04,501,18,Email,39,-0.305,48.0
778,20220523,2022-05-23,853,43,Email,39,0.236,70.6
779,20241014,2024-10-14,1075,61,Call,40,0.501,67.4
780,20250611,2025-06-11,28,75,Visit,29,0.27,81.4
781,20230828,2023-08-28,83,8,Call,84,-0.794,52.2
782,20240407,2024-04-07,1110,77,Demo,5,-0.14,64.3
783,20240701,2024-07-01,843,16,Email,19,1.061,71.9
784,20211013,2021-10-13,303,3,Email,5,0.549,78.8
785,20240617,2024-06-17,1131,27,Demo,45,-0.631,55.0
786,20230324,2023-03-24,121,18,Email,28,0.495,72.7
787,20240609,2024-06-09,296,63,Call,58,0.043,78.5
788,20241109,2024-11-09,951,30,Visit,5,0.827,75.9
789,20220107,2022-01-07,1054,47,Email,10,-1.298,43.8
790,20240813,2024-08-13,832,37,Call,38,-0.405,65.7
791,20220807,2022-08-07,660,46,Email,42,0.845,83.0
792,20231130,2023-11-30,50,19,Demo,34,-0.944,56.0
793,20230122,2023-01-22,759,62,Call,30,-0.06,67.8
794,20251209,2025-12-09,1149,79,Call,27,0.785,77.4
795,20231031,2023-10-31,337,53,Email,73,-1.01,41.1
796,20210803,2021-08-03,1027,73,Call,17,-0.144,67.0
797,20220802,2022-08-02,1177,45,Business Review,16,0.026,67.6
798,20211017,2021-10-17,259,10,Business Review,28,0.685,70.8
799,20231230,2023-12-30,668,1,Demo,23,-0.325,58.0
800,20250805,2025-08-05,951,38,Call,59,0.082,63.4
801,20251004,2025-10-04,435,75,Call,27,0.563,62.8
802,20250310,2025-03-10,668,37,Email,71,0.505,69.8
803,20250822,2025-08-22,540,51,Visit,64,1.215,76.5
804,20240923,2024-09-23,1063,84,Email,64,-0.054,74.9
805,20220117,2022-01-17,137,9,Training,20,-0.423,75.1
806,20220711,2022-07-11,930,32,Call,35,0.515,73.7
807,20240428,2024-04-28,1134,3,Email,71,0.219,62.1
808,20250104,2025-01-04,334,81,Call,15,0.322,79.4
809,20241024,2024-10-24,496,54,Call,58,0.664,59.6
810,20210918,2021-09-18,116,84,Training,21,-0.702,45.7
811,20240730,2024-07-30,602,24,Demo,46,-0.449,57.5
812,20251227,2025-12-27,467,12,Email,14,-0.61,55.7
813,20230527,2023-05-27,130,3,Email,56,-0.485,73.6
814,20220516,2022-05-16,609,50,Call,37,0.761,82.4
815,20220920,2022-09-20,577,13,Email,22,-1.007,50.1
816,20210807,2021-08-07,677,81,Email,34,0.153,66.8
817,20250603,2025-06-03,1046,74,Email,5,-0.648,37.4
818,20231021,2023-10-21,777,55,Call,72,-0.388,39.6
819,20221118,2022-11-18,317,73,Email,36,-0.011,69.1
820,20211010,2021-10-10,248,45,Call,29,-0.039,72.4
821,20240522,2024-05-22,205,43,Visit,66,-0.41,63.8
822,20231124,2023-11-24,258,11,Call,5,0.412,75.1
823,20240323,2024-03-23,356,10,Email,18,0.551,80.7
824,20251113,2025-11-13,759,67,Training,66,0.323,75.3
825,20221007,2022-10-07,82,25,Visit,5,-0.65,55.5
826,20210228,2021-02-28,712,40,Call,29,-0.21,49.8
827,20241122,2024-11-22,588,44,Call,5,-0.351,48.7
828,20241023,2024-10-23,1171,43,Email,28,-0.823,40.8
829,20220905,2022-09-05,717,57,Call,43,1.064,93.0
830,20230131,2023-01-31,1043,67,Email,46,-0.012,63.3
831,20230924,2023-09-24,777,72,Visit,54,0.969,84.4
832,20250501,2025-05-01,427,62,Business Review,33,-0.12,70.0
833,20210301,2021-03-01,976,63,Email,22,0.67,70.8
834,20251221,2025-12-21,420,39,Visit,19,1.414,89.2
835,20230428,2023-04-28,694,41,Email,31,0.914,83.8
836,20210705,2021-07-05,773,81,Visit,33,0.628,65.6
837,20240805,2024-08-05,907,77,Email,78,-1.13,51.9
838,20220105,2022-01-05,843,41,Email,16,-0.374,69.7
839,20210902,2021-09-02,976,7,Email,23,-0.008,79.1
840,20221127,2022-11-27,1127,27,Call,38,0.513,84.3
841,20210908,2021-09-08,1075,31,Email,72,-1.139,47.2
842,20231219,2023-12-19,553,19,Visit,5,0.28,47.2
843,20210912,2021-09-12,118,3,Visit,36,0.079,58.5
844,20251013,2025-10-13,1028,63,Visit,59,0.114,67.2
845,20220427,2022-04-27,1128,48,Email,43,-0.46,58.8
846,20241219,2024-12-19,186,80,Call,33,-0.785,68.2
847,20211226,2021-12-26,317,82,Demo,38,-0.267,67.0
848,20231208,2023-12-08,729,59,Call,5,0.647,86.1
849,20211027,2021-10-27,572,17,Visit,15,0.796,79.0
850,20251103,2025-11-03,161,42,Demo,29,0.587,73.6
851,20220226,2022-02-26,1057,60,Training,41,0.08,74.4
852,20250207,2025-02-07,95,51,Email,35,-1.035,42.7
853,20221212,2022-12-12,300,77,Call,45,-1.469,47.1
854,20250826,2025-08-26,909,18,Demo,36,-0.14,66.2
855,20230123,2023-01-23,1027,71,Call,49,0.584,73.0
856,20210319,2021-03-19,482,36,Training,46,0.21,65.8
857,20210902,2021-09-02,593,80,Business Review,58,-0.363,64.2
858,20210127,2021-01-27,698,48,Visit,27,-0.546,61.3
859,20221212,2022-12-12,542,59,Call,24,0.044,64.7
860,20220114,2022-01-14,55,53,Demo,20,0.301,64.9
861,20241117,2024-11-17,259,20,Email,34,0.044,71.2
862,20230914,2023-09-14,488,4,Email,30,0.776,61.3
863,20250705,2025-07-05,717,1,Email,33,-0.42,71.4
864,20241110,2024-11-10,1011,80,Visit,46,-0.035,58.5
865,20240925,2024-09-25,17,57,Call,31,-0.055,60.3
866,20210604,2021-06-04,627,50,Visit,27,-0.038,64.2
867,20250317,2025-03-17,542,51,Call,22,0.408,78.7
868,20230226,2023-02-26,1158,73,Demo,10,0.598,93.5
869,20211229,2021-12-29,696,65,Business Review,34,-1.126,60.8
870,20240915,2024-09-15,269,73,Call,68,0.007,67.3
871,20230811,2023-08-11,678,57,Email,32,0.6,67.6
872,20220626,2022-06-26,1050,81,Call,35,-0.174,41.9
873,20250903,2025-09-03,1196,22,Email,54,0.239,53.5
874,20210417,2021-04-17,1079,7,Demo,37,0.427,78.5
875,20250522,2025-05-22,872,74,Call,58,0.497,76.7
876,20240806,2024-08-06,199,52,Email,5,0.43,69.5
